,item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
156,ITM10156,Pharma,283.0,91,8.0,7.0,20.04,1.49,0.17,L9,,66,1.83,64.23,1.58,9,0.88,172,10.32,0.37,2024-02-11,153.58,0.45
157,ITM10157,Automotive,444.0,77,11.0,9.0,22.22,4.81,0.79,L50,B,160,4.32,42.29,1.44,6,0.97,849,7.27,0.36,2024-11-30,137.02,0.499
158,ITM10158,Electronics,409.0,97,10.0,8.0,8.06,5.18,0.23,L49,,160,2.21,29.93,1.1,4,0.87,445,10.9,0.86,2024-11-28,199.86,0.701
159,ITM10159,Groceries,344.0,31,11.0,2.0,41.31,4.12,0.9,L77,C,30,1.79,95.77,0.72,8,0.92,72,12.7,0.57,2024-01-17,222.72,0.635
160,ITM10160,Groceries,447.0,75,12.0,7.0,46.62,2.26,0.58,L60,D,112,4.13,33.8,0.46,1,0.84,705,1.55,0.49,2024-02-17,60.07,0.621
161,ITM10161,Electronics,396.0,53,10.0,9.0,31.55,3.88,0.95,L68,C,162,0.64,56.55,1.02,7,0.86,989,10.07,0.97,2024-07-26,19.43,0.658
162,ITM10162,Automotive,339.0,15,5.0,8.0,17.84,3.71,0.36,L33,A,67,3.17,35.39,1.37,9,0.91,819,2.47,0.94,2024-07-13,,0.486
163,ITM10163,Electronics,176.0,51,10.0,8.0,8.55,5.24,0.51,L71,C,46,4.43,30.73,1.2,7,0.94,568,6.3,0.55,2024-07-12,38.84,0.522
164,ITM10164,Groceries,175.0,34,8.0,7.0,13.99,6.91,0.72,L2,A,152,2.35,177.67,0.93,2,0.9,326,1.18,0.3,2024-10-09,89.09,0.523
165,ITM10165,Apparel,158.0,66,8.0,6.0,13.52,9.7,0.85,L88,C,165,1.71,138.06,1.13,4,0.99,747,5.6,0.34,2024-08-31,179.57,0.548
166,ITM10166,Pharma,140.0,94,8.0,7.0,31.06,1.87,0.48,L93,D,141,2.71,185.51,0.31,7,0.95,144,3.37,0.29,2024-01-29,53.92,0.522
167,ITM10167,Groceries,84.0,64,5.0,5.0,47.31,8.79,0.9,L15,D,56,3.73,132.36,1.42,9,0.93,968,8.79,0.74,2024-11-22,18.26,0.529
168,ITM10168,Electronics,126.0,25,12.0,8.0,3.37,3.2,0.21,L88,B,112,2.82,170.35,1.5,8,0.95,431,8.17,0.64,2024-01-05,170.83,0.517
169,ITM10169,Pharma,166.0,23,3.0,2.0,1.05,6.12,0.74,L69,A,81,0.53,115.51,0.12,6,0.78,426,12.11,0.65,2024-12-25,145.21,0.715
170,ITM10170,Electronics,156.0,48,14.0,5.0,30.41,5.69,0.41,L97,A,98,0.85,97.9,0.61,3,0.83,74,9.96,0.28,2024-03-28,98.83,0.634
171,ITM10171,Electronics,430.0,37,6.0,3.0,14.92,5.79,0.19,L35,D,67,3.75,110.41,0.28,3,0.87,340,11.0,0.83,2024-02-12,145.95,0.799
172,ITM10172,Apparel,181.0,60,12.0,4.0,44.15,7.37,0.45,L99,D,114,2.3,70.84,2.0,2,0.84,276,2.29,0.63,2024-09-12,208.22,0.485
173,ITM10173,Pharma,447.0,58,14.0,7.0,17.04,4.13,0.89,L83,D,78,4.03,135.01,1.23,7,0.95,222,1.39,0.27,2024-08-10,41.61,0.4
174,ITM10174,Pharma,471.0,18,8.0,6.0,15.2,3.53,0.98,L44,A,55,3.42,180.46,0.98,5,0.71,696,14.57,0.8,2024-11-26,84.15,0.698
175,ITM10175,Apparel,119.0,67,13.0,2.0,14.21,8.6,0.45,L15,B,162,3.12,158.65,0.98,9,0.76,502,6.98,0.99,2024-06-18,240.54,0.565
176,ITM10176,Groceries,357.0,54,14.0,6.0,8.1,2.59,0.9,L38,A,34,4.56,97.78,1.93,5,0.96,337,6.53,0.55,2024-10-16,204.34,0.496
177,ITM10177,Electronics,418.0,31,12.0,6.0,29.49,2.21,,L56,D,130,0.6,191.24,1.35,9,0.72,870,1.49,0.29,2024-02-18,87.21,0.307
178,ITM10178,Automotive,326.0,41,,6.0,9.24,0.65,0.75,L21,B,44,1.2,197.23,0.42,9,0.77,118,2.66,0.28,2024-09-27,125.46,0.423
179,ITM10179,Electronics,,78,9.0,,21.81,2.5,0.14,L59,C,24,3.31,103.69,0.95,8,0.81,330,14.17,0.22,2024-01-22,44.73,0.54
180,ITM10180,Electronics,102.0,96,,2.0,23.59,5.43,0.6,L1,C,115,0.8,174.28,1.57,2,0.93,912,10.73,0.82,2024-04-27,83.41,0.696
181,ITM10181,Groceries,196.0,78,13.0,2.0,2.0,5.62,0.16,L93,D,137,3.4,10.91,0.9,3,0.87,391,6.73,0.76,,253.93,0.666
182,ITM10182,Electronics,217.0,51,6.0,8.0,1.82,2.92,0.34,L93,B,83,4.93,,0.69,2,0.99,919,13.66,0.67,2024-12-20,137.72,0.805
183,ITM10183,Apparel,131.0,62,6.0,6.0,26.49,1.19,0.61,L34,D,97,4.45,14.25,1.98,2,0.77,382,9.26,0.81,2024-10-17,195.68,0.601
184,ITM10184,Apparel,75.0,68,,,35.11,7.57,0.83,L65,A,172,3.16,156.9,1.88,0,0.96,792,11.45,1.0,2024-08-31,56.33,0.757
185,ITM10185,Pharma,479.0,83,4.0,8.0,47.16,7.7,0.6,L98,A,38,4.52,25.16,1.89,9,0.78,435,7.04,0.52,2024-05-18,63.16,0.385
186,ITM10186,Automotive,198.0,48,11.0,,9.78,9.98,0.94,L23,B,47,1.02,13.24,0.35,5,0.77,391,7.04,0.76,2024-01-24,282.87,0.665
187,ITM10187,Electronics,440.0,24,12.0,7.0,6.06,9.05,0.83,L65,D,33,2.55,38.01,0.55,8,0.85,366,1.96,0.5,2024-02-08,254.02,0.481
188,ITM10188,Electronics,420.0,80,10.0,7.0,3.55,9.3,0.24,L14,D,28,2.43,68.2,0.94,4,0.72,954,11.28,0.48,2024-12-16,239.2,0.616
189,ITM10189,Groceries,,38,10.0,5.0,22.37,,0.45,L81,C,58,2.01,98.29,1.68,9,0.82,356,2.39,0.88,2024-05-23,105.58,0.424
190,ITM10190,Apparel,490.0,12,11.0,9.0,31.53,6.35,0.7,L39,B,53,0.5,22.43,1.5,1,0.81,819,11.7,0.66,2024-10-05,173.2,0.68
191,ITM10191,Automotive,237.0,92,9.0,8.0,42.19,1.72,0.94,L82,D,163,4.51,104.81,1.71,9,0.75,222,3.67,0.3,2024-10-15,152.78,0.308
192,ITM10192,Pharma,432.0,19,11.0,7.0,34.45,6.41,0.99,L65,A,162,4.0,57.13,1.85,3,0.96,593,4.46,0.52,2024-12-02,287.31,0.51
193,ITM10193,Apparel,436.0,38,12.0,6.0,11.21,1.03,0.79,L78,D,44,3.44,62.13,1.58,5,0.82,249,13.85,0.84,2024-01-17,79.49,0.659
194,ITM10194,Pharma,335.0,88,,9.0,23.63,8.91,0.62,L26,,173,1.08,166.16,0.6,6,0.99,641,7.6,0.95,2024-04-01,284.7,0.709
195,ITM10195,Groceries,494.0,44,4.0,3.0,45.61,5.08,0.78,L20,A,151,2.2,197.52,0.64,6,0.97,914,2.75,0.69,2024-06-10,214.99,0.585
196,ITM10196,Groceries,236.0,15,8.0,6.0,17.01,7.13,0.35,L48,A,65,4.66,98.13,0.77,3,0.76,124,13.67,0.52,2024-01-09,129.97,0.701
197,ITM10197,Electronics,139.0,21,,2.0,25.44,1.0,0.36,L98,D,143,3.28,,0.68,9,0.85,977,7.33,0.4,2024-04-16,87.24,0.5
198,ITM10198,Automotive,458.0,47,13.0,7.0,47.97,5.58,0.69,L21,A,41,3.22,186.98,0.57,9,0.88,825,2.83,0.54,2024-10-27,,0.485
199,ITM10199,Pharma,413.0,86,8.0,9.0,37.0,3.36,,L70,C,35,4.61,105.09,1.53,4,0.95,646,6.47,0.65,2024-03-14,248.65,0.573
200,ITM10200,Apparel,194.0,28,5.0,7.0,37.64,3.21,0.97,L100,C,152,3.02,148.77,0.16,3,0.97,266,9.25,0.2,2024-12-30,113.68,0.681
201,ITM10201,Groceries,42.0,76,10.0,5.0,13.36,4.2,0.41,L68,C,65,3.19,88.61,1.48,9,0.89,682,6.07,0.41,2024-07-22,59.85,0.413
202,ITM10202,Electronics,232.0,17,13.0,8.0,21.32,0.51,0.82,L1,A,46,2.06,48.48,1.66,5,0.71,581,,0.74,2024-02-09,152.75,0.61
203,ITM10203,Electronics,424.0,17,,3.0,5.03,4.93,0.87,L77,A,134,2.17,134.43,0.23,6,0.84,498,4.78,0.74,2024-06-02,145.87,0.637
204,ITM10204,Pharma,254.0,93,14.0,7.0,30.72,5.12,0.66,L42,A,62,3.59,136.32,0.22,1,0.97,710,3.46,0.72,2024-03-24,220.37,0.742
205,ITM10205,Groceries,32.0,56,12.0,5.0,6.08,8.7,0.41,L63,B,110,1.94,97.43,0.64,9,0.91,56,4.09,0.96,2024-10-15,292.22,0.585
206,ITM10206,Automotive,120.0,13,8.0,5.0,41.96,4.76,0.66,L3,A,87,3.02,61.29,0.5,2,0.96,938,2.17,0.65,2024-05-03,164.07,0.661
207,ITM10207,Groceries,436.0,60,11.0,3.0,40.91,3.95,0.63,L15,C,45,1.76,168.04,1.2,7,0.9,939,7.33,0.42,2024-10-17,222.2,0.502
208,ITM10208,Pharma,43.0,94,4.0,6.0,27.15,9.95,0.65,L47,C,110,1.25,62.31,1.38,6,0.71,442,13.3,0.85,2024-07-18,111.67,0.631
209,ITM10209,Pharma,383.0,76,4.0,6.0,7.92,5.93,0.66,L40,C,20,2.54,135.21,1.3,0,0.99,647,5.27,0.51,2024-12-12,183.88,0.64
210,ITM10210,Groceries,30.0,54,9.0,6.0,2.25,4.99,0.86,L31,B,36,1.48,82.96,0.78,3,0.98,435,4.62,0.39,2024-10-03,43.45,0.598
211,ITM10211,Pharma,292.0,17,4.0,4.0,40.04,5.21,0.25,L8,D,11,4.54,99.77,1.05,4,0.74,550,12.72,0.65,2024-06-18,246.33,0.663
212,ITM10212,Groceries,471.0,96,4.0,8.0,30.41,8.19,0.43,L31,C,31,1.87,50.17,1.32,2,0.73,196,5.28,0.43,2024-07-15,109.85,0.53
213,ITM10213,Apparel,450.0,25,6.0,9.0,35.84,3.74,0.63,L73,B,75,3.19,133.4,0.33,3,0.86,365,7.68,0.52,2024-03-12,33.21,0.685
214,ITM10214,Groceries,300.0,86,11.0,8.0,15.89,4.2,0.35,L11,,121,1.69,52.91,0.54,9,0.93,503,1.44,0.75,2024-12-18,297.26,0.521
215,ITM10215,Groceries,113.0,76,10.0,6.0,25.96,7.68,0.98,L11,B,26,1.66,,1.79,9,0.81,236,5.02,1.0,2024-02-10,271.52,0.47
216,ITM10216,Pharma,220.0,18,4.0,3.0,37.61,1.19,,L94,B,141,2.08,72.41,0.75,9,0.74,374,2.83,0.72,2024-09-13,67.26,0.475
217,ITM10217,Pharma,40.0,69,10.0,4.0,23.67,8.72,0.52,L63,D,23,4.62,193.09,1.62,6,0.85,862,2.48,0.42,2024-06-26,115.33,0.405
218,ITM10218,Electronics,359.0,87,6.0,8.0,30.47,4.59,0.89,L9,A,16,2.26,196.62,0.58,7,0.8,367,7.04,0.27,2024-01-28,281.65,0.51
219,ITM10219,Electronics,486.0,86,4.0,6.0,39.7,6.02,0.17,L98,A,88,4.2,153.16,0.18,8,0.81,443,4.88,0.49,2024-02-20,240.94,0.547
220,ITM10220,Apparel,230.0,80,,4.0,11.55,7.7,,L69,C,153,1.39,196.94,1.05,1,0.89,428,3.33,0.22,2024-08-11,272.86,0.541
221,ITM10221,Electronics,159.0,24,12.0,9.0,4.23,3.03,0.61,L99,D,113,0.72,31.57,1.8,3,0.97,754,8.16,0.57,2024-04-28,173.14,0.577
222,ITM10222,Groceries,312.0,80,9.0,3.0,27.06,8.96,0.13,L17,C,156,4.02,198.54,1.66,0,0.87,843,11.98,0.73,2024-02-08,80.5,0.714
223,ITM10223,Pharma,317.0,50,8.0,6.0,4.04,9.8,0.91,L17,,10,2.94,29.68,0.58,2,0.91,523,11.29,0.61,2024-06-23,75.85,0.757
224,ITM10224,Electronics,420.0,31,12.0,9.0,38.56,,0.14,L85,A,40,2.77,88.94,1.83,7,0.9,749,4.51,0.89,2024-11-05,162.44,0.495
225,ITM10225,Electronics,120.0,33,7.0,2.0,36.24,9.4,0.56,L61,C,137,1.72,55.4,1.01,6,0.87,67,4.68,0.6,2024-11-10,277.96,0.535
226,ITM10226,Apparel,323.0,53,13.0,9.0,44.2,0.51,0.14,L71,C,141,0.83,191.23,0.19,7,0.79,876,11.25,0.57,2024-10-31,193.16,0.663
227,ITM10227,Apparel,378.0,10,3.0,7.0,32.34,9.0,0.16,L22,A,100,2.67,130.8,0.15,5,0.81,198,8.8,0.45,2024-07-22,19.97,0.654
228,ITM10228,Groceries,47.0,19,4.0,3.0,4.29,3.45,0.9,L34,B,67,4.4,123.45,1.02,4,0.79,607,11.39,0.87,2024-06-16,172.54,0.702
229,ITM10229,Pharma,60.0,89,10.0,9.0,13.4,3.46,0.79,L68,C,65,1.04,199.51,1.14,9,0.98,61,1.02,0.92,2024-01-16,186.45,0.5
230,ITM10230,Apparel,374.0,81,3.0,9.0,40.59,2.67,0.28,L78,C,52,4.68,126.36,0.25,8,0.95,791,2.22,0.98,2024-11-20,178.65,0.631
231,ITM10231,Electronics,322.0,65,5.0,5.0,9.19,3.51,0.66,L55,D,83,1.74,132.77,1.85,4,0.87,511,12.23,0.98,2024-05-19,210.41,0.668
232,ITM10232,Pharma,165.0,98,4.0,5.0,35.23,2.53,0.82,L28,D,58,2.89,18.51,1.46,8,0.97,674,12.92,0.98,2024-08-18,95.12,0.656
233,ITM10233,Pharma,275.0,59,7.0,9.0,39.23,9.11,0.9,L70,A,121,0.8,173.22,1.62,3,0.97,209,5.81,0.77,2024-09-08,51.69,0.603
234,ITM10234,Electronics,481.0,21,6.0,9.0,17.18,9.04,,L97,,117,2.41,194.32,1.21,4,0.98,984,14.42,0.65,2024-04-26,227.51,0.717
235,ITM10235,Apparel,246.0,98,9.0,3.0,16.79,1.47,0.91,L94,B,69,1.07,192.46,1.36,0,0.77,788,5.22,0.34,2024-07-01,66.94,0.556
236,ITM10236,Electronics,255.0,90,7.0,5.0,28.33,1.86,0.56,L89,B,103,0.72,52.01,0.84,5,0.92,744,13.46,0.81,2024-10-10,43.11,0.741
237,ITM10237,Pharma,380.0,69,10.0,,43.2,8.69,0.72,L26,C,153,4.85,52.92,1.39,2,0.88,616,6.9,0.79,2024-07-11,114.22,0.647
238,ITM10238,Automotive,,35,6.0,3.0,11.97,4.29,0.98,L92,D,82,3.79,79.55,1.96,9,0.92,315,8.87,0.87,2024-08-09,251.5,0.5
239,ITM10239,Automotive,474.0,87,14.0,2.0,47.12,2.11,0.31,L40,B,108,3.74,68.94,1.33,1,0.78,596,10.01,0.57,2024-04-05,33.81,0.65
240,ITM10240,Groceries,32.0,50,8.0,3.0,30.36,5.35,0.25,L52,C,123,0.91,68.07,0.75,5,0.91,129,2.86,0.91,2024-12-14,66.71,0.627
241,ITM10241,Electronics,229.0,45,6.0,6.0,49.61,4.46,0.41,L86,C,24,4.68,124.99,0.64,0,0.82,567,1.52,0.77,2024-10-26,147.83,0.674
242,ITM10242,Electronics,248.0,32,,6.0,5.39,2.58,0.25,L84,A,72,2.61,163.07,1.93,8,0.95,688,6.98,0.34,2024-12-04,93.42,0.398
243,ITM10243,Groceries,416.0,52,3.0,4.0,7.2,7.35,0.36,L48,D,37,4.34,187.99,0.45,4,0.94,117,3.24,0.37,2024-07-13,219.28,0.58
244,ITM10244,Groceries,119.0,15,3.0,5.0,41.51,6.5,0.77,L57,C,157,0.56,22.89,1.63,6,0.76,751,8.69,0.85,2024-02-13,205.72,0.555
245,ITM10245,Groceries,50.0,78,10.0,9.0,43.37,1.45,0.53,L67,A,170,1.84,62.82,0.98,9,0.76,293,7.35,0.54,,254.33,0.48
246,ITM10246,Pharma,405.0,52,6.0,7.0,22.83,9.29,0.44,L58,C,45,4.98,58.45,0.94,8,0.92,58,2.71,0.4,2024-05-31,69.11,0.446
247,ITM10247,Electronics,35.0,34,7.0,5.0,35.99,5.81,0.43,L16,D,134,2.43,77.91,1.52,8,0.87,206,10.32,0.54,2024-05-06,198.19,0.508
248,ITM10248,Pharma,156.0,27,13.0,8.0,43.51,2.88,0.28,L32,C,150,4.5,90.62,0.38,6,0.87,632,1.29,0.33,2024-02-07,234.67,0.499
249,ITM10249,Groceries,,71,,3.0,3.11,2.46,0.5,L29,C,71,1.98,83.94,0.99,3,0.93,513,2.77,0.91,2024-02-12,28.17,0.646
250,ITM10250,Electronics,,22,14.0,7.0,29.12,1.79,0.66,L9,,160,2.86,190.91,0.17,3,0.96,695,10.8,0.26,2024-05-17,20.68,0.711
251,ITM10251,Pharma,478.0,52,9.0,7.0,42.82,4.53,0.23,L44,B,22,4.34,93.05,1.37,6,0.77,349,8.39,0.48,2024-03-19,172.18,0.505
252,ITM10252,Pharma,329.0,87,10.0,9.0,20.51,1.79,0.98,L3,A,97,3.23,114.8,0.21,7,0.87,369,4.95,0.65,2024-07-13,,0.609
253,ITM10253,Groceries,459.0,37,,9.0,15.82,4.45,0.5,L76,C,49,3.76,152.24,0.27,6,0.95,298,3.52,0.9,2024-12-30,123.91,0.67
254,ITM10254,Electronics,,27,8.0,5.0,39.99,1.91,,L71,A,167,1.53,147.77,1.71,9,0.96,372,9.99,0.83,2024-11-20,20.46,0.54
255,ITM10255,Groceries,119.0,68,12.0,7.0,17.45,6.74,0.22,L30,D,133,1.2,120.76,0.94,3,0.79,605,3.88,0.22,2024-03-19,126.56,0.5
256,ITM10256,Electronics,128.0,69,4.0,7.0,1.16,7.96,0.79,L76,A,34,1.54,173.56,0.48,3,0.73,677,14.78,0.86,2024-07-18,196.21,0.807
257,ITM10257,Automotive,362.0,72,8.0,6.0,48.02,5.72,0.66,L29,C,163,2.72,128.59,1.23,7,0.77,511,13.17,0.71,2024-06-11,213.55,0.609
258,ITM10258,Apparel,192.0,66,3.0,2.0,30.01,6.96,0.84,L1,B,33,4.1,176.2,1.09,8,0.98,447,2.85,0.31,2024-07-03,152.91,0.427
259,ITM10259,Apparel,256.0,60,3.0,9.0,41.16,9.41,0.64,L10,B,106,2.09,67.53,0.88,6,0.84,442,13.03,0.69,2024-02-24,162.26,0.672
260,ITM10260,Apparel,181.0,65,13.0,3.0,41.44,6.56,0.97,L91,,48,3.04,35.08,1.82,2,0.83,277,5.83,0.85,2024-02-16,205.08,0.592
261,ITM10261,Groceries,412.0,36,5.0,5.0,4.25,3.96,0.66,L81,B,118,4.12,165.71,1.52,9,0.7,968,7.86,0.68,2024-01-03,140.3,0.449
262,ITM10262,Automotive,235.0,41,5.0,9.0,9.37,4.77,0.81,L8,C,70,1.57,82.68,0.39,0,0.72,618,3.0,1.0,2024-06-06,86.42,0.745
263,ITM10263,Electronics,,18,13.0,6.0,16.24,8.67,,L30,C,178,4.47,133.71,1.18,4,0.9,293,2.66,0.61,2024-08-15,74.66,0.539
264,ITM10264,Pharma,282.0,93,7.0,8.0,16.71,1.74,0.74,L9,D,29,4.79,150.09,0.27,5,0.88,106,13.12,0.74,2024-07-03,228.3,0.772
265,ITM10265,Electronics,311.0,77,3.0,9.0,33.28,3.59,0.57,L5,B,25,0.68,72.07,0.56,8,0.87,192,9.82,0.26,2024-05-18,151.39,0.541
266,ITM10266,Pharma,293.0,55,,8.0,31.53,5.98,0.35,L43,B,158,0.77,105.98,1.83,4,0.73,241,7.45,0.85,2024-02-22,190.98,0.552
267,ITM10267,Electronics,22.0,76,8.0,4.0,25.23,6.93,0.87,L10,D,24,0.91,180.04,0.98,0,0.81,568,1.51,0.7,2024-03-08,146.62,0.624
268,ITM10268,Automotive,47.0,35,9.0,7.0,11.35,7.75,0.53,L66,A,176,4.0,177.16,1.8,3,0.94,453,13.91,0.65,2024-02-14,247.46,0.663
269,ITM10269,Pharma,,17,12.0,7.0,19.72,3.52,0.66,L31,D,51,1.35,152.38,0.42,1,0.75,324,6.27,0.77,2024-04-05,154.09,0.726
270,ITM10270,Groceries,447.0,15,14.0,5.0,27.64,1.89,0.17,L36,B,13,3.77,154.92,0.49,3,0.96,695,6.83,0.65,2024-08-08,296.54,0.704
271,ITM10271,Electronics,168.0,89,,2.0,23.93,9.57,0.55,L86,A,161,2.49,180.56,0.77,6,0.74,996,5.06,0.81,2024-08-17,80.36,0.58
272,ITM10272,Electronics,47.0,33,5.0,2.0,7.24,1.23,0.73,L63,C,140,4.26,149.9,0.8,8,0.75,88,13.48,0.67,2024-10-12,50.17,0.624
273,ITM10273,Pharma,,57,6.0,5.0,32.83,1.41,,L28,C,123,4.14,74.52,1.52,2,0.84,242,5.82,0.62,2024-10-11,118.34,0.578
274,ITM10274,Groceries,457.0,54,12.0,5.0,4.58,5.2,0.5,L70,D,138,4.82,32.95,1.24,2,0.98,376,3.44,0.31,2024-09-19,276.41,0.54
275,ITM10275,Groceries,84.0,22,13.0,6.0,19.53,,0.3,L17,C,150,1.63,90.16,1.15,3,0.8,532,8.01,0.58,2024-07-27,,0.608
276,ITM10276,Automotive,375.0,78,12.0,8.0,35.79,7.86,0.38,L93,B,63,1.53,26.6,1.24,6,0.9,74,11.94,0.63,2024-02-22,81.73,0.621
277,ITM10277,Groceries,40.0,34,14.0,5.0,1.98,9.41,0.73,L74,,91,0.64,32.0,1.49,5,0.88,151,6.2,0.7,2024-01-14,183.91,0.55
278,ITM10278,Groceries,,29,12.0,8.0,28.93,1.85,0.3,L74,B,49,2.35,190.53,1.8,4,0.74,712,10.13,0.56,2024-02-15,180.79,0.535
279,ITM10279,Groceries,254.0,91,12.0,9.0,17.39,4.07,0.66,L61,B,136,2.57,138.42,0.89,3,0.77,266,5.26,0.32,2024-06-30,95.09,0.539
280,ITM10280,Apparel,246.0,91,12.0,9.0,1.43,3.18,0.63,L32,A,148,4.84,171.81,1.63,7,0.98,791,11.08,0.32,2024-10-10,78.26,0.505
281,ITM10281,Automotive,32.0,75,5.0,4.0,10.33,8.68,0.97,L61,A,51,4.24,132.15,1.04,3,0.76,316,10.36,0.78,2024-02-17,123.11,0.682
282,ITM10282,Electronics,332.0,83,3.0,8.0,47.11,5.14,,L53,A,102,1.25,89.52,1.47,2,0.91,211,10.53,0.73,2024-11-01,238.7,0.681
283,ITM10283,Pharma,68.0,54,10.0,6.0,26.54,0.76,0.2,L25,C,13,4.09,14.78,1.76,6,0.99,336,10.04,0.41,2024-11-02,65.6,0.518
284,ITM10284,Electronics,137.0,56,12.0,9.0,49.86,7.23,0.56,L13,A,34,1.3,191.61,0.16,1,0.74,727,3.19,0.56,2024-06-15,139.26,0.667
285,ITM10285,Automotive,73.0,72,12.0,7.0,26.72,4.19,0.57,L13,B,109,0.85,23.48,1.14,3,0.82,935,13.43,0.45,2024-07-16,149.69,0.659
286,ITM10286,Pharma,157.0,85,4.0,7.0,27.65,5.55,0.14,L85,D,173,4.27,125.93,1.98,7,0.77,931,9.2,0.34,2024-01-07,282.35,0.407
287,ITM10287,Automotive,72.0,86,,9.0,20.2,8.99,0.84,L56,D,134,4.89,,1.04,3,0.77,296,6.35,0.46,2024-05-29,98.02,0.567
288,ITM10288,Groceries,63.0,64,10.0,9.0,16.19,2.94,,L46,B,49,0.9,63.99,1.74,9,0.74,223,3.41,0.41,2024-07-30,15.7,0.321
289,ITM10289,Pharma,322.0,84,9.0,9.0,13.33,2.78,0.41,L55,C,101,4.16,45.31,0.45,6,0.89,445,11.97,0.27,2024-07-17,211.18,0.627
290,ITM10290,Groceries,72.0,28,,8.0,17.83,3.0,0.39,L53,D,145,4.37,115.21,1.25,1,0.92,58,8.13,0.6,2024-02-13,229.18,0.667
291,ITM10291,Electronics,93.0,44,6.0,7.0,23.53,3.71,0.88,L60,B,94,1.03,178.54,1.75,4,0.9,958,3.06,0.56,2024-10-13,213.88,0.478
292,ITM10292,Electronics,65.0,62,13.0,7.0,10.41,1.52,0.28,L94,B,44,1.77,130.77,0.92,3,0.98,497,13.9,0.77,2024-05-04,213.21,0.783
293,ITM10293,Pharma,32.0,35,,3.0,12.02,7.12,0.24,L7,B,155,3.8,136.2,1.02,8,0.74,837,2.49,0.7,2024-10-19,150.14,0.459
294,ITM10294,Pharma,,23,8.0,9.0,14.31,2.47,0.29,L87,D,56,4.13,182.7,0.26,6,0.8,620,8.34,0.47,2024-09-23,15.41,0.619
295,ITM10295,Automotive,121.0,54,4.0,4.0,23.01,9.3,0.66,L84,D,162,2.09,152.39,0.18,8,0.8,646,9.55,0.6,2024-03-27,221.68,0.629
296,ITM10296,Automotive,299.0,53,,9.0,32.99,2.55,,L83,A,178,1.22,174.53,0.99,9,0.77,711,14.99,0.63,2024-12-16,281.59,0.601
297,ITM10297,Groceries,277.0,97,3.0,6.0,42.95,2.93,0.4,L13,A,14,3.42,89.11,1.7,6,0.74,370,2.97,0.93,2024-07-13,55.64,0.484
298,ITM10298,Pharma,489.0,74,11.0,6.0,15.07,3.32,0.26,L8,B,134,3.66,174.42,1.87,1,0.85,621,9.59,0.99,2024-03-27,29.7,0.689
299,ITM10299,Electronics,356.0,60,6.0,7.0,10.0,7.8,0.29,L52,B,120,2.77,132.71,1.35,1,0.95,174,7.67,0.85,2024-03-12,86.91,0.707
300,ITM10300,Automotive,375.0,52,7.0,9.0,19.56,4.56,0.66,L94,B,81,1.15,35.77,1.67,1,0.99,90,4.6,0.65,2024-05-17,256.44,0.602
301,ITM10301,Automotive,417.0,95,,2.0,44.82,8.28,0.32,L44,B,96,4.3,17.36,1.5,4,0.74,386,14.19,0.94,2024-06-03,40.78,0.695
302,ITM10302,Electronics,157.0,32,6.0,6.0,1.48,7.96,0.89,L14,D,12,3.4,56.37,1.43,0,0.95,734,12.07,0.34,2024-05-17,217.4,0.676
303,ITM10303,Automotive,182.0,65,14.0,9.0,34.22,,,L32,A,174,4.41,81.89,1.56,6,0.95,821,11.88,0.76,2024-09-09,28.25,0.624
304,ITM10304,Groceries,428.0,28,10.0,4.0,24.38,7.69,0.13,L25,C,102,4.7,169.14,1.06,1,0.82,375,13.59,0.57,2024-03-15,19.51,0.733
305,ITM10305,Pharma,406.0,91,,5.0,8.89,0.99,0.18,L25,B,50,4.13,150.84,0.97,3,0.73,734,11.15,0.32,2024-02-02,268.48,0.602
306,ITM10306,Electronics,130.0,85,11.0,9.0,16.73,8.45,0.86,L69,A,157,4.81,191.52,0.4,8,1.0,235,8.09,0.26,,233.46,0.56
307,ITM10307,Pharma,121.0,64,11.0,4.0,12.02,9.41,0.69,L58,B,96,4.79,116.24,1.7,7,0.9,290,6.48,0.58,2024-08-10,183.59,0.472
308,ITM10308,Automotive,36.0,69,8.0,7.0,44.01,9.94,0.96,L18,D,177,3.29,152.07,0.18,9,0.99,388,10.86,0.39,2024-05-21,59.88,0.623
309,ITM10309,Automotive,287.0,68,,7.0,24.61,1.69,0.4,L55,C,94,3.78,62.3,0.61,1,0.85,143,9.44,0.4,2024-08-03,90.87,0.695
310,ITM10310,Electronics,201.0,42,14.0,3.0,28.59,6.33,0.29,L24,A,145,3.65,139.12,1.09,3,0.82,968,8.6,0.46,2024-06-02,24.1,0.602
311,ITM10311,Groceries,391.0,28,12.0,8.0,30.09,2.39,0.61,L36,A,142,3.3,144.17,1.95,3,0.77,465,9.25,0.77,2024-09-04,197.16,0.576
312,ITM10312,Apparel,43.0,37,13.0,6.0,32.34,2.99,0.58,L60,C,34,0.59,171.2,1.59,1,1.0,112,10.17,0.33,2024-02-09,208.96,0.623
